Date,title,desc
2019-11-27,"Tesla Cybertruck hits 250,000 pre-ordersSimone Giertz of 'Truckla' fame has correct reaction to Tesla's CybertruckElon Musk's Cybertruck is an inside jokeDubai Is Adding Tesla Cybertrucks To Its Police Car FleetThe federal agency that sued Elon Musk for fraud questioned Tesla's accounting this yearThe federal agency that sued Elon Musk for fraud questioned Tesla's accounting this yearHow Tesla's Cybertruck stacks up against the Amazon-backed Rivian R1T electric truckDubai Police hinted it could add Tesla's new Cybertruck to its fleet of cars, which already includes Bugattis, Aston Martins, and PorschesFirst side view of upcoming Fisker Ocean electric SUV shows its shapeSomething Changed At Tesla","Despite the divisive design and not-fully-bulletproof windows, Tesla's futuristic Cybertruck is doing great, at least in terms of pre-orders. According to Tesla CEO Elon Musk, there have been 250,000 pre-orders for the vehicle so far. 250k — Elon Musk (@elonm…""Truckla"" was actually the ""first"" Tesla truck... for anyone keeping track. Earlier this year, YouTuber and maker Simone Giertz hacked a Model 3 into an all-electric truck. So, it was only fair that Giertz attend Tesla's Cybertruck unveiling in Los Angeles an…When Tesla CEO Elon Musk introduced the gleaming hunk of stainless steel that is the Cybertruck, I thought he was joking. The truck is real in the sense that there is at least one functioning version. I rode in it for three minutes last week at the Tesla Desi…The Dubai Police department is officially planning on adding Tesla Cybertrucks to its fleet next year. Futurism reports: The official account of the Dubai Police department tweeted an image of a Cybertruck with its logos on it with the caption ""2020"" on Tuesd…Financial regulators questioned several aspects of Tesla's accounting this year. The Securities and Exchange Commission wrote to Tesla's finance chief seeking more information about its finances and accounting policies, and queried the company's legal team ov…Financial regulators questioned several aspects of Tesla's accounting this year. The Securities and Exchange Commission wrote to Tesla's finance chief seeking more information about its finances and accounting policies, and queried the company's legal team ov…Tesla unveiled its newest offering, the Cybertruck, an all-electric pickup truck. The Cybertruck is not the only electric truck due for production; Amazon-backed American car manufacturer Rivian 's R1T is slated for production in late 2020. As neither car is …Dubai Police Dubai Police have suggested they plan to add Tesla's new Cybertruck to their impressive fleet of patrol cars. The force tweeted a photo of the Cybertruck covered with the Dubai Police logo and colorway on Tuesday. Dubai's police force already own…Another electric SUV is vying for your hard-earned cash. Fisker's Ocean SUV is expected to arrive by 2022 as a Tesla Model Y and Ford Mustang Mach-E competitor. It's been a long time coming after an electric luxury sedan from the company flopped several years…The Tesla Model X went into production in 2015, and the future of 2015 looked bright. We’d all drive around in pods shaped vaguely like eggs, with gullwing doors that are smart enough not to hit other cars. The Tesla Cybertruck prototype debuted in 2019, and …"
2019-11-28,"This Tesla Cybertruck sculpted out of mashed potatoes is a mashterpieceDubai Is Adding Tesla Cybertrucks To Its Police Car FleetThe federal agency that sued Elon Musk for fraud questioned Tesla's accounting this yearThe federal agency that sued Elon Musk for fraud questioned Tesla's accounting this yearTesla Cybertruck may be unsafe for other road users, says ANCAP chiefElon Musk jokingly admitted that he is actually Hank Scorpio, the maniacal, world domination-obsessed supervillain from 'The Simpsons'Tesla Cybertruck spotted in the wild (video)Using CAD, Guy Draws Tesla Cybertruck in Just Sixty SecondsThe minging Tesla Cybertruck has been modded into Goldeneye 007YouTuber Creates The Tesla Cybertruck In Less Than A Minute Using 3D Modeling Software","When you're a kid you're told not to play with your food. But what if creating works of art with your food was actually a good lesson in creativity. As an adult, 30-year-old Greg Milano from Connecticut can play with his food all he wants. So on Thanksgiving …The Dubai Police department is officially planning on adding Tesla Cybertrucks to its fleet next year. Futurism reports: The official account of the Dubai Police department tweeted an image of a Cybertruck with its logos on it with the caption ""2020"" on Tuesd…Financial regulators questioned several aspects of Tesla's accounting this year. The Securities and Exchange Commission wrote to Tesla's finance chief seeking more information about its finances and accounting policies, and queried the company's legal team ov…Financial regulators questioned several aspects of Tesla's accounting this year. The Securities and Exchange Commission wrote to Tesla's finance chief seeking more information about its finances and accounting policies, and queried the company's legal team ov…ANCAP chief James Goodwin says angular design and steel construction of Tesla Cybertruck electric ute may pose safety risks to other road users such as pedestrians.Elon Musk embraced comparisons of him and ""The Simpsons"" supervillain Hank Scorpio on Twitter. ""Ok fine I'm Hank Scorpio,"" Musk tweeted in response to a fan. Scorpio, a maniacal supervillain hell bent on world domination, features in the Simpsons episode ""You…Now that the Tesla Cybertruck has been publicly launched Tesla is finally able to test the vehicle in public, leading to the first public sightings of the vehicle. Chicaco_Roy managed to capture the Tesla Cybertruck driving in Hawthorne near the Tesla Design …Here's an angle (pun intended) I'd not thought of with the Cybertruck: It's probably the easiest, fastest vehicle you could possibly draw in CAD. Faster than any Volkswagen Thing, Mercedes G-Wagen or '80s Volvo. Here's Blender whiz CG Geek doing it in sixty s…The meme potential of the disgusting Tesla Cybertruck has not dried up yet. Goldeneye 007 is the next target. With the brutalist design of Tesla’s monstrosity leading to its appearance being reminiscent of an N64 game, modders have proceeded to place the desi…A YouTuber challenged himself to create the new Tesla truck in Blender and pulls it off with hilarious results."
2019-11-29,"Tesla Cybertruck Hellcat Rendering Looks Better But Pointless - Motor1 USThis Tesla Cybertruck sculpted out of mashed potatoes is a mashterpieceTesla Cybertruck may be unsafe for other road users, says ANCAP chiefSimple Acrylic Plates Make Kirlian Photography a BreezeUsing CAD, Guy Draws Tesla Cybertruck in Just Sixty SecondsHere's The Main Problem With Tesla's Supercharger NetworkTax credit for Tesla buyers set to expire before the end of the yearLong queues at Tesla Supercharger station raises questions about the readiness of the EV marketYouTuber Creates The Tesla Cybertruck In Less Than A Minute Using 3D Modeling SoftwareDubai's Police Department Will Soon Be Patrolling in a Tesla Cybertruck","Tesla Cybertruck Hellcat Rendering Looks Better But Pointless Motor1 US Auto expert dubs Tesla Cybertruck as Elon Musk’s boldest, greatest creation yet Teslarati Tesla Cybertruck becomes underdog in Ford F-150 tug-of-war challenge Electrek Top Ten Reasons Tes…When you're a kid you're told not to play with your food. But what if creating works of art with your food was actually a good lesson in creativity. As an adult, 30-year-old Greg Milano from Connecticut can play with his food all he wants. So on Thanksgiving …ANCAP chief James Goodwin says angular design and steel construction of Tesla Cybertruck electric ute may pose safety risks to other road users such as pedestrians.We know, we know – “Kirlian photography” is a term loaded with pseudoscientific baggage. Paranormal researchers have longed claimed that Kirlian photography can explore the mood or emotional state of a subject through the “aura”, an energy field said to surro…Here's an angle (pun intended) I'd not thought of with the Cybertruck: It's probably the easiest, fastest vehicle you could possibly draw in CAD. Faster than any Volkswagen Thing, Mercedes G-Wagen or '80s Volvo. Here's Blender whiz CG Geek doing it in sixty s…For all the crap we give Tesla, they rightfully deserve to be lauded for the Supercharger network of fast-charging stations. You want to drive across the country in your electric car? Easy peasy, thanks to the ability to quick charge up to about an 80% tank o…For some time now, the federal government has used generous income tax credits to encourage car buyers to purchase an EV. And though this wasn't the exclusive reason behind anyone's decision to purchase a Tesla, it's long been a nice perk for Tesla buyers loo…The Tesla Model 3 is currently the 3rd biggest selling car in California, and on track to be the second, beating petrol stalwarts such as the Toyota Camry and Toyota Corolla. The massive popularity of the leading electric vehicle has, however, stress-tested T…A YouTuber challenged himself to create the new Tesla truck in Blender and pulls it off with hilarious results.Dubai's police department has long been known to hold an impressive roster of patrol cars, ranging from the Porsche 918 to the Lamborghini Aventador to even a Bugatti Veyron, but now joining the roster may be one of the most robust vehicles in their lineup ye…"
2019-11-30,Tesla Cybertruck Hellcat Rendering Looks Better But Pointless - Motor1 USWhy the Cybertruck is a breakthrough for Tesla and designer Franz von Holzhausen (TSLA)Current and former Tesla employees reveal what it's like to work thereA man sculpted a Tesla Cybertruck out of mashed potatoes on Thanksgiving and the internet loves itSimple Acrylic Plates Make Kirlian Photography a BreezeThe Rise and Fall of a Teenager's Massive Meme EmpireHere's The Main Problem With Tesla's Supercharger NetworkTax credit for Tesla buyers set to expire before the end of the yearThe Adolescent Spacefaring Dreams of Tech BillionairesLong queues at Tesla Supercharger station raises questions about the readiness of the EV market,"Tesla Cybertruck Hellcat Rendering Looks Better But Pointless Motor1 US Auto expert dubs Tesla Cybertruck as Elon Musk’s boldest, greatest creation yet Teslarati Tesla Cybertruck becomes underdog in Ford F-150 tug-of-war challenge Electrek Top Ten Reasons Tes…Tesla's Cybertruck has provoked a polarizing reaction to its exotic design. The electric-car company's first pickup truck is radical, but it also signals artistic growth for designer Franz von Holzhausen. Von Holzhausen has created a beautiful and durable des…Six current and former Tesla employees told Business Insider the one thing they wish customers knew about what it's like to work for the company.Greg Milano carved a Tesla Cybertruck from mashed potatoes on Thanksgiving. The internet approves: The video has nearly 4 million views and counting.We know, we know – “Kirlian photography” is a term loaded with pseudoscientific baggage. Paranormal researchers have longed claimed that Kirlian photography can explore the mood or emotional state of a subject through the “aura”, an energy field said to surro…An anonymous reader writes: The New York Times just profiled 15-year-old ""businessman"" Rowan Winch, who made up to $10,000 a month from his Instagram feed. (""He planned to purchase a Tesla next year, when he's eligible to get his driver's license."") Rowan sta…For all the crap we give Tesla, they rightfully deserve to be lauded for the Supercharger network of fast-charging stations. You want to drive across the country in your electric car? Easy peasy, thanks to the ability to quick charge up to about an 80% tank o…For some time now, the federal government has used generous income tax credits to encourage car buyers to purchase an EV. And though this wasn't the exclusive reason behind anyone's decision to purchase a Tesla, it's long been a nice perk for Tesla buyers loo…Their obsession harks back to sci-fi, but they could be doing more good on Earth -- Read more on ScientificAmerican.comThe Tesla Model 3 is currently the 3rd biggest selling car in California, and on track to be the second, beating petrol stalwarts such as the Toyota Camry and Toyota Corolla. The massive popularity of the leading electric vehicle has, however, stress-tested T…"
2019-12-01,"Here’s the math behind Telsa’s dumb Cybertruck vs F-150 tow testLucid Motors breaks ground on its $700 million Arizona factoryA Plethora Of Tesla Myths Exposed And Debunked - InsideEVsWatch these unsettling videos of all the times Tesla autopilot drivers were caught asleep at the wheel in 2019Daily Crunch: Facebook announces photo transfer toolWhy the million-mile battery means Teslas could last a lifetimeWhy the Cybertruck is a breakthrough for Tesla and designer Franz von Holzhausen (TSLA)Tim Cook, Elon Musk and others call on US to stay in Paris climate pact - CNETWhy the million-mile battery means Teslas could last a lifetimeCheap at Last, Batteries Are Making a Solar Dream Come True","A couple weeks back Tesla unveiled the its first pickup truck, called the Cybertruck. During its unveiling the company showed a butt-to-butt pull-off. Besides being a silly test, this particular demo was flawed in multiple ways, giving the Tesla a major advan…Lucid Motors today is breaking ground on its manufacturing facility. Located in Casa Grande, Arizona, the factory will be used to build the Lucid Motor Lucid Air electric sedan. According to the company, production will begin in late 2020. This groundbreaking…A Plethora Of Tesla Myths Exposed And Debunked InsideEVs Tesla Model Y with matte black and chrome trim spotted at LA-Vegas Supercharger Teslarati 12 most anticipated new cars and trucks of 2020: These upcoming vehicles are ones to watch USA TODAY Tesla Model…Tesla 's semiautonomous Autopilot feature has led to an alarming, if rare trend: drivers falling asleep at the wheel. In 2019, a record number of videos surfaced of Tesla drivers seemingly asleep on the highway while Autopilot kept their car moving at high sp…The Daily Crunch is TechCrunch’s roundup of our biggest and most important stories. If you’d like to get this delivered to your inbox every day at around 9am Pacific, you can subscribe here. 1. Facebook launches a photo portability tool, starting in Ireland F…Tesla filed a patent for a battery that would last one million miles. We break down what this battery means for Tesla.Tesla's Cybertruck has provoked a polarizing reaction to its exotic design. The electric-car company's first pickup truck is radical, but it also signals artistic growth for designer Franz von Holzhausen. Von Holzhausen has created a beautiful and durable des…More than 70 companies are urging the US government to stay in the Paris Agreement.In April, Elon Musk promised a battery that could power Teslas for more than 1 million miles over the course of their lifespan. In September, a team of battery researchers at Dalhousie University, with support from Tesla, released test results on a battery th…Solar power is increasingly available around the clock as energy storage become more affordable."
2019-12-02,"Here’s the math behind Telsa’s dumb Cybertruck vs F-150 tow testElon Musk 'pedo guy' defamation trial to beginLucid Motors breaks ground on its $700 million Arizona factoryA Plethora Of Tesla Myths Exposed And Debunked - InsideEVsWatch these unsettling videos of all the times Tesla autopilot drivers were caught asleep at the wheel in 2019Daily Crunch: Facebook announces photo transfer toolWhy the million-mile battery means Teslas could last a lifetimeElon Musk’s Slander Trial, Offensive Ornaments on Amazon, and More News'Short selling should be illegal' – Elon Musk praised a crackdown on shorts by the world's biggest pension fundBuilding a Mechanical Oscillator, Tesla Style","A couple weeks back Tesla unveiled the its first pickup truck, called the Cybertruck. During its unveiling the company showed a butt-to-butt pull-off. Besides being a silly test, this particular demo was flawed in multiple ways, giving the Tesla a major advan…The Tesla boss is due to appear in court accused of defaming a British man during a 2018 cave rescue.Lucid Motors today is breaking ground on its manufacturing facility. Located in Casa Grande, Arizona, the factory will be used to build the Lucid Motor Lucid Air electric sedan. According to the company, production will begin in late 2020. This groundbreaking…A Plethora Of Tesla Myths Exposed And Debunked InsideEVs Tesla Model Y with matte black and chrome trim spotted at LA-Vegas Supercharger Teslarati 12 most anticipated new cars and trucks of 2020: These upcoming vehicles are ones to watch USA TODAY Tesla Model…Tesla 's semiautonomous Autopilot feature has led to an alarming, if rare trend: drivers falling asleep at the wheel. In 2019, a record number of videos surfaced of Tesla drivers seemingly asleep on the highway while Autopilot kept their car moving at high sp…The Daily Crunch is TechCrunch’s roundup of our biggest and most important stories. If you’d like to get this delivered to your inbox every day at around 9am Pacific, you can subscribe here. 1. Facebook launches a photo portability tool, starting in Ireland F…Tesla filed a patent for a battery that would last one million miles. We break down what this battery means for Tesla.Catch up on the most important news from today in two minutes or less.Elon Musk took aim at short-sellers once again in a tweet praising the world's biggest pension fund for cracking down on shorts. ""Bravo, right thing to do! Short selling should be illegal,"" the Tesla and SpaceX CEO responded to the news that Japan's Governmen…Before Tesla devised beautifully simple rotary machinery, he explored other methods of generating alternating current. One of those was the mechanical oscillator, and [Integza] had a go at replicating the device himself. (Video, embedded below the break.) Ini…"
2019-12-03,"Elon Musk 'pedo guy' defamation trial to beginElon Musk’s Slander Trial, Offensive Ornaments on Amazon, and More News'Short selling should be illegal' – Elon Musk praised a crackdown on shorts by the world's biggest pension fundBuilding a Mechanical Oscillator, Tesla StyleVideos of long lines at Tesla Supercharger stations around Thanksgiving revealed a big hurdle companies like Tesla and Volkswagen need to clear before more people will buy EVs (TSLA)Potential jurors in Elon Musk's defamation trial were dismissed because they follow him on TwitterThe Latest: Jury selection starts in lawsuit vs. Elon MuskIn the hours around his 'pedo guuy' court appearance, Elon Musk tweeted about the Cybertruck, the make up of the atmosphere, and an upcoming SpaceX launchTesla Semi, meet the Nikola Tre -- ready for production next year - RoadshowMusk takes stand in 'pedo guy' court case - BBC News","The Tesla boss is due to appear in court accused of defaming a British man during a 2018 cave rescue.Catch up on the most important news from today in two minutes or less.Elon Musk took aim at short-sellers once again in a tweet praising the world's biggest pension fund for cracking down on shorts. ""Bravo, right thing to do! Short selling should be illegal,"" the Tesla and SpaceX CEO responded to the news that Japan's Governmen…Before Tesla devised beautifully simple rotary machinery, he explored other methods of generating alternating current. One of those was the mechanical oscillator, and [Integza] had a go at replicating the device himself. (Video, embedded below the break.) Ini…The speed and availability of charging stations have been cited by consumers as two of their biggest concerns about electric vehicles. Owners can do the vast majority of their charging at home or at work, but on rare occasions, demand spikes, said Karl Brauer…Elon Musk is currently on trial for alleged defamation against cave diver Vernon Unsworth. Musk called Unsworth ""pedo guy"" on Twitter after the diver criticized Musk's proposal to use a tiny submarine to rescue a Thai soccer team trapped in a flooded cave sys…Jury selection has begun in the defamation trial against Elon Musk after a British diver sued the Tesla CEO over a tweet he said branded him a pedophile. Prospective jurors called Tuesday to federal court in Los Angeles were asked questions ranging from wheth…Reuters Elon Musk's Twitter appears to be business as usual on the day he made a court appearance during a defamation case against him brought by Vernon Unsworth, who Musk called a ""pedo guy"" on Twitter. Musk tweeted about the Cybertruck, hydrogen gas becomin…The Nikola Tre is going to production, thanks to a partnership with CNH Industrial.Musk takes stand in 'pedo guy' court case BBC News Defamation trial against Tesla CEO Elon Musk begins Fox Business Musk takes the stand in first day of “pedo guy” trial Ars Technica Elon Musk Apologizes For ‘Pedo’ Comments In Twitter Dispute With Thailand Ca…"
2019-12-04,"Cave diver tells court Elon Musk tweets 'humiliated' himElon Musk apparently doesn't know how much he's worth - CNETElon Musk Said He Is Worth $20 Billion During 2nd Day of Testimony in 'Pedo Guy' Defamation TrialElon Musk said in a leaked email to Tesla employees that delivering cars and installing solar roofs are his top priorities for the end of the year (TSLA)Potential jurors in Elon Musk's defamation trial were dismissed because they follow him on TwitterIn the hours around his 'pedo guuy' court appearance, Elon Musk tweeted about the Cybertruck, the make up of the atmosphere, and an upcoming SpaceX launchTesla Semi, meet the Nikola Tre -- ready for production next year - RoadshowMusk takes stand in 'pedo guy' court case - BBC NewsElon Musk reportedly wanted to buy 'justballs.com' because of courseElon Musk opens up about his wealth during second day of testimony in 'pedo guy' defamation trial","Vernon Unsworth tells a court that he felt ""ashamed"" after the Tesla founder dubbed him ""pedo guy"".The Tesla and SpaceX CEO was reportedly asked about his net worth and said he does not have a lot of cash.The Tesla CEO took the witness stand in a Los Angeles courtroom Wednesday in a trial centered on public discourse on social media.Fulfilling customer orders and installing more solar products are Tesla CEO Elon Musk 's two biggest priorities for the electric-car maker for the end of this year, Musk said Wednesday in an internal email obtained by Business Insider. ""The first is making su…Elon Musk is currently on trial for alleged defamation against cave diver Vernon Unsworth. Musk called Unsworth ""pedo guy"" on Twitter after the diver criticized Musk's proposal to use a tiny submarine to rescue a Thai soccer team trapped in a flooded cave sys…Reuters Elon Musk's Twitter appears to be business as usual on the day he made a court appearance during a defamation case against him brought by Vernon Unsworth, who Musk called a ""pedo guy"" on Twitter. Musk tweeted about the Cybertruck, hydrogen gas becomin…The Nikola Tre is going to production, thanks to a partnership with CNH Industrial.Musk takes stand in 'pedo guy' court case BBC News Defamation trial against Tesla CEO Elon Musk begins Fox Business Musk takes the stand in first day of “pedo guy” trial Ars Technica Elon Musk Apologizes For ‘Pedo’ Comments In Twitter Dispute With Thailand Ca…Just balls, and only the balls. Eccentric billionaire and owner of stankmemes.com Elon Musk has plenty of appropriately oddball passions. His love of flamethrowers and snails is well known, for example. However, it was only today that his interest in ball-rel…The Tesla CEO took the witness stand in a Los Angeles courtroom Wednesday in a trial that could set a precedent for public discourse on social media."
2019-12-05,Elon Musk wins 'pedo guy' defamation caseElon Musk: Diver seeks $190m in damages over 'pedo guy' tweetCave diver tells court Elon Musk tweets 'humiliated' himThis Lego Cybertruck is one even Elon can loveElon Musk found not liable in case brought against him by British diverElon Musk not liable in 'pedo guy' trialTesla expects to release the most and least expensive versions of the Cybertruck a year earlier than expected (TSLA)Elon Musk apparently doesn't know how much he's worth - CNETJurors expected to begin deliberating in Elon Musk defamation trialElon Musk Said He Is Worth $20 Billion During 2nd Day of Testimony in 'Pedo Guy' Defamation Trial,"The Tesla founder did not defame a UK diver who helped in a Thai cave rescue, a US jury finds.The Tesla co-founder tweeted his 22 million followers calling diver Vernon Unsworth a ""pedo guy"".Vernon Unsworth tells a court that he felt ""ashamed"" after the Tesla founder dubbed him ""pedo guy"".Lego already debuted its own take on the divisive Tesla Cybertruck design, but theirs was purely for the lols. This Lego Cybertruck, however, submitted to the official Lego Ideas crowdsourcing website, is actually a remarkably faithful representation, and com…After a three-day trial, Elon Musk was found not liable for defamation in a federal court today in Los Angeles, where Musk reportedly owns a cluster of six homes as well as oversees the operations of both SpaceX and, to some extent, Tesla, which is headquarte…Read more... {""player"":{""description"":null,""image"":""https://mondrian.mashable.com/cms%252F2019%252F12%252Fd2277150-5066-7119%252Fthumb%252F00001.jpg%252F930x520.jpg?signature=oN-5jC9jmyv0766NP3TVrLIILpc=&source=https%3A%2F%2Fvdist.aws.mashable.com"",""mediaid"":…Tesla has changed the production timelines for the most and least expensive trims of its Cybertruck pickup truck. Production for the three-motor, all-wheel-drive Cybertruck, which starts at $69,900, will begin in 2021, a year earlier than Tesla first announce…The Tesla and SpaceX CEO was reportedly asked about his net worth and said he does not have a lot of cash.Jurors were expected to begin deliberating in Los Angeles on Friday in the lawsuit brought against Elon Musk by a British cave explorer who says the Tesla founder defamed him with tweets suggesting he is a pedophile.The Tesla CEO took the witness stand in a Los Angeles courtroom Wednesday in a trial centered on public discourse on social media."
